# 这是本地源列表，一行一个源，格式为：频道名称,接口地址
# 支持设置白名单：接口后添加$!
# The local source list, one line per source, format: channel name, interface address
# Support setting whitelist: add $! after the interface
🌊港澳,#genre#
CETV-2,http://36.135.118.195:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0

📺央卫频道,#genre#
CCTV1,http://116.232.150.101:6000/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV2,http://116.232.150.101:6000/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV3,http://116.232.150.101:6000/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV4,http://116.232.150.101:6000/tsfile/live/0001_4.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV5,http://116.232.150.101:6000/tsfile/live/0001_5.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV6,http://116.232.150.101:6000/tsfile/live/0001_6.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV7,http://116.232.150.101:6000/tsfile/live/0001_7.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV8,http://116.232.150.101:6000/tsfile/live/0001_8.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV9,http://116.232.150.101:6000/tsfile/live/0001_9.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV10,http://116.232.150.101:6000/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV11,http://116.232.150.101:6000/tsfile/live/0001_11.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV12,http://116.232.150.101:6000/tsfile/live/0001_12.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV13,http://116.232.150.101:6000/tsfile/live/0001_13.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV14,http://116.232.150.101:6000/tsfile/live/0001_14.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV15,http://116.232.150.101:6000/tsfile/live/0001_15.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
CCTV17,http://116.232.150.101:6000/tsfile/live/0001_16.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
湖南卫视,http://116.232.150.101:6000/tsfile/live/0001_26.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
江苏卫视,http://116.232.150.101:6000/tsfile/live/0001_22.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
浙江卫视,http://116.232.150.101:6000/tsfile/live/0001_23.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
北京卫视,http://116.232.150.101:6000/tsfile/live/0001_20.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
东方卫视,http://116.232.150.101:6000/tsfile/live/0001_21.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
深圳卫视,http://116.232.150.101:6000/tsfile/live/0001_24.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
新闻综合,http://116.232.150.101:6000/tsfile/live/0001_17.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
上海都市,http://116.232.150.101:6000/tsfile/live/0001_18.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
东方影视,http://116.232.150.101:6000/tsfile/live/0001_19.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
广东卫视,http://116.232.150.101:6000/tsfile/live/0001_25.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
山东卫视,http://116.232.150.101:6000/tsfile/live/0001_27.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
天津卫视,http://116.232.150.101:6000/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
都市剧场,http://116.232.150.101:6000/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
四川卫视,http://116.232.150.101:6000/tsfile/live/0001_29.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
河南卫视,http://116.232.150.101:6000/tsfile/live/0001_30.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
东南卫视,http://116.232.150.101:6000/tsfile/live/0001_31.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
江西卫视,http://116.232.150.101:6000/tsfile/live/0001_32.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
安徽卫视,http://116.232.150.101:6000/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
辽宁卫视,http://116.232.150.101:6000/tsfile/live/0001_34.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
海南卫视,http://116.232.150.101:6000/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
湖北卫视,http://116.232.150.101:6000/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
吉林卫视,http://116.232.150.101:6000/tsfile/live/0001_37.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
黑龙江卫视,http://116.232.150.101:6000/tsfile/live/0001_38.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
贵州卫视,http://116.232.150.101:6000/tsfile/live/0001_39.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
云南卫视,http://116.232.150.101:6000/tsfile/live/0001_40.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
河北卫视,http://116.232.150.101:6000/tsfile/live/0001_41.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
宁夏卫视,http://116.232.150.101:6000/tsfile/live/0001_42.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
甘肃卫视,http://116.232.150.101:6000/tsfile/live/0001_43.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
新疆卫视,http://116.232.150.101:6000/tsfile/live/0001_44.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
内蒙古卫视,http://116.232.150.101:6000/tsfile/live/0001_45.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
五星体育,http://116.232.150.101:6000/tsfile/live/0001_47.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
金鹰卡通,http://116.232.150.101:6000/tsfile/live/0001_48.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店
第一财经,http://116.232.150.101:6000/tsfile/live/0001_49.m3u8?key=txiptv&playlive=1&authid=0$上海电信酒店

CCTV1,http://153.3.11.138:9003/hls/1/index.m3u8$江苏南京联通优质


CCTV1,http://123.113.70.190:2321/rtp/239.3.1.129:8008$北京联通
CCTV2,http://123.113.70.190:2321/rtp/239.3.1.60:8084$北京联通
CCTV3,http://123.113.70.190:2321/rtp/239.3.1.172:8001$北京联通
CCTV4,http://123.113.70.190:2321/rtp/239.3.1.105:8092$北京联通
CCTV5,http://123.113.70.190:2321/rtp/239.3.1.173:8001$北京联通
CCTV5+,http://123.113.70.190:2321/rtp/239.3.1.130:8004$北京联通
CCTV6,http://123.113.70.190:2321/rtp/239.3.1.174:8001$北京联通
CCTV7,http://123.113.70.190:2321/rtp/239.3.1.61:8104$北京联通
CCTV8,http://123.113.70.190:2321/rtp/239.3.1.175:8001$北京联通
CCTV9,http://123.113.70.190:2321/rtp/239.3.1.62:8112$北京联通
CCTV10,http://123.113.70.190:2321/rtp/239.3.1.63:8116$北京联通
CCTV11,http://123.113.70.190:2321/rtp/239.3.1.152:8120$北京联通
CCTV12,http://123.113.70.190:2321/rtp/239.3.1.64:8124$北京联通
CCTV13,http://123.113.70.190:2321/rtp/239.3.1.124:8128$北京联通
CCTV14,http://123.113.70.190:2321/rtp/239.3.1.65:8132$北京联通
CCTV15,http://123.113.70.190:2321/rtp/239.3.1.153:8136$北京联通
CCTV16,http://123.113.70.190:2321/rtp/239.3.1.184:8001$北京联通
CCTV17,http://123.113.70.190:2321/rtp/239.3.1.151:8144$北京联通
湖南卫视,http://123.113.70.190:2321/rtp/239.3.1.132:8012$北京联通
江苏卫视,http://123.113.70.190:2321/rtp/239.3.1.135:8028$北京联通
浙江卫视,http://123.113.70.190:2321/rtp/239.3.1.137:8036$北京联通
深圳卫视,http://123.113.70.190:2321/rtp/239.3.1.134:8020$北京联通
北京卫视,http://123.113.70.190:2321/rtp/239.3.1.241:8000$北京联通
东方卫视,http://123.113.70.190:2321/rtp/239.3.1.136:8032$北京联通
东南卫视,http://123.113.70.190:2321/rtp/239.3.1.156:8148$北京联通
安徽卫视,http://123.113.70.190:2321/rtp/239.3.1.211:8064$北京联通
广东卫视,http://123.113.70.190:2321/rtp/239.3.1.142:8048$北京联通
贵州卫视,http://123.113.70.190:2321/rtp/239.3.1.149:8076$北京联通
黑龙江卫视,http://123.113.70.190:2321/rtp/239.3.1.133:8016$北京联通
湖北卫视,http://123.113.70.190:2321/rtp/239.3.1.138:8044$北京联通
吉林卫视,http://123.113.70.190:2321/rtp/239.3.1.240:8172$北京联通
纪实人文,http://123.113.70.190:2321/rtp/239.3.1.212:8060$北京联通
江西卫视,http://123.113.70.190:2321/rtp/239.3.1.123:8164$北京联通
金鹰纪实,http://123.113.70.190:2321/rtp/239.3.1.58:8156$北京联通
辽宁卫视,http://123.113.70.190:2321/rtp/239.3.1.210:8056$北京联通
山东卫视,http://123.113.70.190:2321/rtp/239.3.1.209:8052$北京联通
天津卫视,http://123.113.70.190:2321/rtp/239.3.1.141:1234$北京联通
重庆卫视,http://123.113.70.190:2321/rtp/239.3.1.122:8160$北京联通
卡酷少儿,http://123.113.70.190:2321/rtp/239.3.1.189:8000$北京联通
淘剧场,http://123.113.70.190:2321/rtp/239.3.1.95:8001$北京联通
淘娱乐,http://123.113.70.190:2321/rtp/239.3.1.100:8001$北京联通
淘baby,http://123.113.70.190:2321/rtp/239.3.1.238:8001$北京联通
淘萌宠,http://123.113.70.190:2321/rtp/239.3.1.102:8001$北京联通
淘电影,http://123.113.70.190:2321/rtp/239.3.1.250:8001$北京联通
北京体育,http://123.113.70.190:2321/rtp/239.3.1.243:8000$北京联通
北京财经,http://123.113.70.190:2321/rtp/239.3.1.116:8000$北京联通
北京国际,http://123.113.70.190:2321/rtp/239.3.1.235:8000$北京联通
北京生活,http://123.113.70.190:2321/rtp/239.3.1.117:8000$北京联通
北京文艺,http://123.113.70.190:2321/rtp/239.3.1.242:8000$北京联通
北京新闻,http://123.113.70.190:2321/rtp/239.3.1.159:8000$北京联通
北京精选,http://123.113.70.190:2321/rtp/239.3.1.74:4120$北京联通
北京星影,http://123.113.70.190:2321/rtp/239.3.1.94:4120$北京联通
北京光影,http://123.113.70.190:2321/rtp/239.3.1.84:4120$北京联通
北京喜剧影院,http://123.113.70.190:2321/rtp/239.3.1.91:4120$北京联通
北京家庭影院,http://123.113.70.190:2321/rtp/239.3.1.93:4120$北京联通
北京精选,http://123.113.70.190:2321/rtp/239.3.1.74:4120$北京联通
北京经典电影,http://123.113.70.190:2321/rtp/239.3.1.195:9024$北京联通
北京地理,http://123.113.70.190:2321/rtp/239.3.1.71:4120$北京联通
北京星影,http://123.113.70.190:2321/rtp/239.3.1.94:4120$北京联通
北京光影,http://123.113.70.190:2321/rtp/239.3.1.84:4120$北京联通
北京喜剧影院,http://123.113.70.190:2321/rtp/239.3.1.91:4120$北京联通
北京家庭影院,http://123.113.70.190:2321/rtp/239.3.1.93:4120$北京联通
北京经典电影,http://123.113.70.190:2321/rtp/239.3.1.195:9024$北京联通
北京地理,http://123.113.70.190:2321/rtp/239.3.1.71:4120$北京联通

CCTV1,http://118.81.192.183:9003/hls/1/index.m3u8$山西太原酒店
CCTV2,http://118.81.192.183:9003/hls/2/index.m3u8$山西太原酒店
CCTV3,http://118.81.192.183:9003/hls/3/index.m3u8$山西太原酒店
CCTV4,http://118.81.192.183:9003/hls/4/index.m3u8$山西太原酒店
CCTV5,http://118.81.192.183:9003/hls/5/index.m3u8$山西太原酒店
CCTV5+,http://118.81.192.183:9003/hls/6/index.m3u8$山西太原酒店
CCTV6,http://118.81.192.183:9003/hls/7/index.m3u8$山西太原酒店
CCTV7,http://118.81.192.183:9003/hls/8/index.m3u8$山西太原酒店
CCTV8,http://118.81.192.183:9003/hls/9/index.m3u8$山西太原酒店
CCTV9,http://118.81.192.183:9003/hls/10/index.m3u8$山西太原酒店
CCTV11,http://118.81.192.183:9003/hls/12/index.m3u8$山西太原酒店
CCTV12,http://118.81.192.183:9003/hls/13/index.m3u8$山西太原酒店
CCTV13,http://118.81.192.183:9003/hls/14/index.m3u8$山西太原酒店
CCTV14,http://118.81.192.183:9003/hls/15/index.m3u8$山西太原酒店
CCTV15,http://118.81.192.183:9003/hls/16/index.m3u8$山西太原酒店
CCTV16,http://118.81.192.183:9003/hls/17/index.m3u8$山西太原酒店
CCTV17,http://118.81.192.183:9003/hls/18/index.m3u8$山西太原酒店
山西卫视,http://118.81.192.183:9003/hls/19/index.m3u8$山西太原酒店
北京卫视,http://118.81.192.183:9003/hls/20/index.m3u8$山西太原酒店
安徽卫视,http://118.81.192.183:9003/hls/21/index.m3u8$山西太原酒店
重庆卫视,http://118.81.192.183:9003/hls/22/index.m3u8$山西太原酒店
东方卫视,http://118.81.192.183:9003/hls/23/index.m3u8$山西太原酒店
福建卫视,http://118.81.192.183:9003/hls/24/index.m3u8$山西太原酒店
甘肃卫视,http://118.81.192.183:9003/hls/25/index.m3u8$山西太原酒店
广东卫视,http://118.81.192.183:9003/hls/26/index.m3u8$山西太原酒店
广西卫视,http://118.81.192.183:9003/hls/27/index.m3u8$山西太原酒店
海南卫视,http://118.81.192.183:9003/hls/28/index.m3u8$山西太原酒店
河北卫视,http://118.81.192.183:9003/hls/29/index.m3u8$山西太原酒店
河南卫视,http://118.81.192.183:9003/hls/30/index.m3u8$山西太原酒店
黑龙江卫视,http://118.81.192.183:9003/hls/31/index.m3u8$山西太原酒店
湖北卫视,http://118.81.192.183:9003/hls/32/index.m3u8$山西太原酒店
湖南卫视,http://118.81.192.183:9003/hls/33/index.m3u8$山西太原酒店
吉林卫视,http://118.81.192.183:9003/hls/34/index.m3u8$山西太原酒店
江苏卫视,http://118.81.192.183:9003/hls/35/index.m3u8$山西太原酒店
江西卫视,http://118.81.192.183:9003/hls/36/index.m3u8$山西太原酒店
辽宁卫视,http://118.81.192.183:9003/hls/37/index.m3u8$山西太原酒店
内蒙卫视,http://118.81.192.183:9003/hls/38/index.m3u8$山西太原酒店
宁夏卫视,http://118.81.192.183:9003/hls/39/index.m3u8$山西太原酒店
青海卫视,http://118.81.192.183:9003/hls/40/index.m3u8$山西太原酒店
山东卫视,http://118.81.192.183:9003/hls/41/index.m3u8$山西太原酒店
陕西卫视,http://118.81.192.183:9003/hls/42/index.m3u8$山西太原酒店
深圳卫视,http://118.81.192.183:9003/hls/43/index.m3u8$山西太原酒店
四川卫视,http://118.81.192.183:9003/hls/44/index.m3u8$山西太原酒店
天津卫视,http://118.81.192.183:9003/hls/45/index.m3u8$山西太原酒店
西藏卫视,http://118.81.192.183:9003/hls/46/index.m3u8$山西太原酒店
新疆卫视,http://118.81.192.183:9003/hls/47/index.m3u8$山西太原酒店
云南卫视,http://118.81.192.183:9003/hls/48/index.m3u8$山西太原酒店
浙江卫视,http://118.81.192.183:9003/hls/49/index.m3u8$山西太原酒店
兵团卫视,http://118.81.192.183:9003/hls/50/index.m3u8$山西太原酒店
山西影视,http://118.81.192.183:9003/hls/51/index.m3u8$山西太原酒店
山西文体生活,http://118.81.192.183:9003/hls/54/index.m3u8$山西太原酒店
山西黄河,http://118.81.192.183:9003/hls/55/index.m3u8$山西太原酒店
金鹰卡通,http://118.81.192.183:9003/hls/56/index.m3u8$山西太原酒店
卡酷少儿,http://118.81.192.183:9003/hls/57/index.m3u8$山西太原酒店
怀旧剧场,http://118.81.192.183:9003/hls/58/index.m3u8$山西太原酒店
世界地理,http://118.81.192.183:9003/hls/59/index.m3u8$山西太原酒店
风云剧场,http://118.81.192.183:9003/hls/61/index.m3u8$山西太原酒店







Now新闻,http://rihou.cc:555/tv/MtlNow新闻
Now新闻,https://cdn.163189.xyz/163189/now

无线翡翠,http://t.061899.xyz/tl/js/js.php?id=tvbfct


无线翡翠,http://php.jdshipin.com/PLTV/iptv.php?id=fct3


无线华丽,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线华丽国语,http://iptv.4666888.xyz/iptv2A.php?id=28
无线明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线明珠,http://rihou.cc:555/tv/Mtl无线明珠
无线明珠,http://rihou.cc:555/tv/Bxl无线明珠
无线明珠,http://bxtv.3a.ink/api.php?id=mz
无线娱乐,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
TVB Plus,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
TVB Plus,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVB Plus,http://rihou.cc:555/tv/PdlPlus综合
TVB Plus,http://rihou.cc:555/tv/MtlPlus综合
TVB Plus,http://rihou.cc:555/tv/BxlPlus综合
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
TVBJade,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
TVBJ1美,http://php.jdshipin.com/PLTV/iptv.php?id=j1
无线星河,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
无线功夫,http://rihou.cc:555/tv/Pdl无线功夫
无线千禧,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
无线千禧,http://rihou.cc:555/tv/Bxl无线千禧
无线千禧,http://bxtv.3a.ink/api.php?id=qxjd
无线赛马,http://rihou.cc:555/tv/Bxl无线赛马
美亚电影,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
美亚电影,http://rihou.cc:555/tv/Bxl美亚电影
美亚电影,http://bxtv.3a.ink/api.php?id=meiya
美亚电影,https://smt.go-iptv.ggff.net/smart.php?id=meiyamovie_twn&token=Goiptv
pₒₚc电影,http://rihou.cc:555/tv/Bxlpₒₚc电影
pₒₚc电影,http://bxtv.3a.ink/api.php?id=popc
Now星影,http://rihou.cc:555/tv/MtlNow星影
Now星影,http://rihou.cc:555/tv/BxlNow星影
Now星影,http://bxtv.3a.ink/api.php?id=xingying
Now星影,https://bee.946985.filegear-sg.me/nowxyt/xingyingtai.m3u8
Now星影,http://bxtv.3a.ink/api.php?id=xingying
Now爆谷,https://bee.946985.filegear-sg.me/nowbgt/baogutai.m3u8
Now爆谷,http://bxtv.3a.ink/api.php?id=baogu
Now爆谷,http://rihou.cc:555/tv/BxlNow爆谷
Now爆谷,http://rihou.cc:555/tv/MtlNow爆谷
NOW爆谷台,http://bxtv.3a.ink/api.php?id=baogu
Now财经,http://rihou.cc:555/tv/MtlNow财经
Now直播,http://rihou.cc:555/tv/MtlNow直播
天映频道,http://rihou.cc:555/tv/STl天映频道l
天映频道国语,http://rihou.cc:555/tv/STl天映频道
天映经典,http://rihou.cc:555/tv/STl天映经典
VIUTV,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
VIUTV,http://rihou.cc:555/tv/MtlVIUTV粤
VIUTV,https://smt.go-iptv.ggff.net/smart.php?id=viu1_twn&token=Goiptv
VIUTV英,http://rihou.cc:555/tv/MtlVIUTV英
VIUTV英,https://smt.go-iptv.ggff.net/smart.php?id=viusix_twn&token=Goiptv
VIUTV1台,http://rihou.cc:555/tv/MtlVIUTV壹
VIUTV2台,http://rihou.cc:555/tv/MtlVIUTV贰
有线综合,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
